"V1","V2","V3","V4","V5","V6"
"0200124","4","08:32:05","4","09:07:14","bike"
"0200125","4","22:11:35","4","22:25:28","bike"
"0200126","5","08:03:58","5","08:20:07","bike"
"0200127","6","18:25:03","6","18:45:25","bike"
"0200128","7","10:48:37","7","10:55:35","bike"
"0200129","1","09:02:38","1","09:03:51","bike"
"0200130","1","20:33:43","1","20:36:58","walk"
"0200131","1","20:37:03","1","20:41:53","bike"
"0200132","1","20:41:58","1","21:02:18","car"
"0200133","2","07:45:25","2","07:48:30","bus"
"0200134","2","07:48:35","2","07:52:30","taxi"
"0200135","2","07:52:35","2","07:55:15","train"
"0200136","2","07:55:20","2","07:59:20","walk"
"0200137","2","22:17:29","2","22:28:21","bike"
"0200138","3","22:26:08","3","22:32:07","bike"
"0200139","4","08:49:55","4","09:04:53","bike"
"0200140","5","04:36:01","5","14:46:02","bike"
"0200141","6","21:40:32","6","21:40:53","walk"
"0200142","1","08:48:25","1","08:54:33","bike"
"0200143","2","08:26:53","2","08:40:41","bike"
"0200144","2","21:22:25","2","21:44:53","bike"
"0200145","3","08:57:31","3","09:11:39","bike"
"0200146","3","22:37:07","3","22:38:56","walk"
"0200147","4","08:43:25","4","08:54:04","bike"
"0200148","4","23:15:06","4","23:22:59","bike"
"0200149","5","08:28:01","5","08:37:33","bike"
"0200150","1","09:52:55","1","10:06:32","bike"
"0200151","2","09:46:35","2","09:58:27","bike"
"0200152","3","10:04:29","3","10:09:31","walk"
"0200153","3","10:04:29","3","10:09:31","bike"
"0200154","3","22:54:54","3","22:59:25","bike"
"0200155","4","10:14:06","4","10:26:06","bike"
"0200156","5","12:44:25","5","13:13:45","bike"
"0200157","5","22:10:32","5","22:24:53","bike"
"0200158","6","12:55:04","6","16:33:55","bike"
"0200159","6","23:28:23","6","23:31:46","bike"
"0200160","6","23:28:23","6","23:56:09","bike"
"0200161","7","23:35:04","7","23:35:57","bike"
"0200162","7","23:35:04","7","23:35:35","bike"
"0200163","7","23:35:36","7","23:35:57","walk"
"0200164","1","10:10:09","1","10:22:45","bike"
"0200165","1","23:02:31","1","23:16:46","bike"
"0200166","2","10:01:35","2","10:06:25","bike"
"0200167","2","22:31:56","2","22:46:15","bike"
"0200168","3","22:18:08","3","22:26:41","bike"
"0200169","4","09:52:26","4","10:01:28","bike"
"0200170","5","23:39:07","5","23:43:19","bike"
"0200171","2","09:32:37","2","09:46:40","bike"
"0200172","3","00:08:26","3","00:13:20","bike"
"0200173","3","09:48:01","3","09:52:39","bike"
"0200174","4","10:09:31","4","10:29:39","bike"
"0200175","5","00:20:07","5","00:23:57","walk"
"0200176","5","18:16:29","5","18:53:12","walk"
"0200177","6","12:21:42","6","12:41:02","bike"
"0200178","1","00:13:56","1","00:19:29","bike"
"0200179","1","09:30:35","1","09:43:07","bike"
"0200180","2","09:41:30","2","09:54:22","bike"
"0200181","2","23:19:57","2","23:30:38","bike"
"0200182","3","23:45:25","3","23:56:23","bike"
"0200183","4","10:08:29","4","10:13:51","bike"
"0200184","5","09:44:22","5","09:58:03","bike"
"0200185","5","23:21:06","5","23:40:46","bike"
"0200186","1","09:53:22","1","09:58:38","bike"
"0200187","1","23:15:37","1","23:34:39","bike"
"0200188","2","09:55:31","2","10:12:05","bike"
"0200189","2","23:19:55","2","23:26:42","bike"
"0200190","3","09:50:30","3","10:10:12","bike"
"0200191","3","23:18:07","3","23:31:10","bike"
"0200192","4","10:01:05","4","10:15:42","bike"
"0200193","4","20:35:35","4","20:37:24","walk"
"0200194","5","10:01:53","5","10:17:15","bike"
"0200195","2","22:57:35","2","23:08:06","bike"
"0200196","2","22:57:35","2","23:07:58","bike"
"0200197","5","09:56:35","5","10:16:18","bike"
"0200198","5","09:56:35","5","10:17:54","bike"
"0200199","5","10:16:19","5","10:17:54","walk"
"0200200","2","22:34:58","2","22:49:16","bike"
"0200201","2","22:54:01","2","23:04:10","bike"
"0200202","3","09:40:28","3","09:59:23","bike"
"0200203","3","23:03:08","3","23:18:13","bike"
"0200204","4","10:13:05","4","10:31:52","bike"
"0200205","5","09:58:35","5","10:18:58","bike"
"0200206","2","13:10:01","2","13:18:16","walk"
"0200207","3","22:22:51","3","22:52:42","bike"
"0200208","4","12:16:05","4","12:33:58","bike"
"0200209","4","22:33:57","4","22:51:08","bike"
"0200210","5","09:12:34","5","09:32:39","bike"
"0200211","4","23:08:38","4","23:45:03","bike"
"0200212","3","23:27:26","3","23:27:37","walk"
"0200213","4","09:40:19","4","09:51:34","walk"
"0200214","4","09:51:35","4","09:58:46","bus"
"0200215","4","09:58:47","4","10:04:11","walk"
"0200216","1","22:46:35","1","23:08:22","bus"
"0200217","2","21:16:07","2","21:37:05","bus"
"0200218","3","10:05:07","3","10:27:09","bus"
"0200219","4","20:46:07","4","21:23:29","bus"
"0200220","4","19:45:05","4","20:01:01","bus"
"0200221","5","09:49:29","5","10:28:54","bus"
"0200222","1","22:10:33","1","22:29:59","bus"
"0200223","2","09:22:05","2","09:55:47","bus"
"0210001","7","19:34:24","7","19:53:45","taxi"
"0210002","1","05:27:11","1","11:28:00","car"
"0210003","1","11:28:03","1","13:49:39","car"
"0210004","1","14:21:01","1","21:46:04","car"
"0210005","2","08:03:11","2","09:30:34","car"
"0210006","2","09:31:23","2","11:00:09","car"
"0210007","2","13:04:45","2","13:08:57","car"
"0210008","2","13:09:24","2","17:27:00","walk"
"0210009","2","17:27:34","2","18:04:33","car"
"0210010","2","19:32:19","2","21:15:27","walk"
"0210011","3","07:09:24","3","08:31:41","car"
"0210012","3","08:32:10","3","09:40:20","walk"
"0210013","3","09:41:58","3","10:10:35","car"
"0210014","3","10:12:25","3","10:33:20","walk"
"0210015","3","11:00:24","3","11:13:19","car"
"0210016","4","07:59:08","4","11:00:00","walk"
"0210017","4","11:00:00","4","12:11:19","walk"
"0210018","5","06:50:21","5","10:47:34","walk"
"0520001","2","16:39:00","2","16:56:00","bus"
"0520002","2","19:15:00","2","19:25:00","bus"
"0520003","2","19:25:00","2","21:15:00","walk"
"0520004","2","21:15:00","2","21:23:00","taxi"
"0520005","3","10:24:00","3","10:35:00","bus"
"0520006","3","10:35:00","3","14:25:00","walk"
"0520007","3","14:26:00","3","14:35:00","bus"
"0520008","3","17:10:00","3","17:36:00","bus"
"0520009","3","17:36:00","3","18:25:00","subway"
"0520010","3","18:25:00","3","19:35:00","walk"
"0520011","3","19:35:00","3","19:38:00","bus"
"0520012","3","19:38:00","3","20:50:00","walk"
"0520013","3","20:50:00","3","21:35:00","bus"
"0520014","4","16:00:00","4","16:10:50","bus"
"0520015","4","16:10:50","4","17:00:00","walk"
"0520016","4","17:00:00","4","17:39:40","bus"
"0520017","5","11:45:00","5","12:10:16","bus"
"0520018","5","12:10:16","5","13:44:34","walk"
"0520019","5","13:44:34","5","13:56:20","bus"
"0520020","7","12:31:29","7","12:41:05","bus"
"0520021","7","12:41:05","7","16:02:57","walk"
"0520022","7","16:02:57","7","16:34:57","bus"
"0520023","7","16:34:57","7","17:51:49","walk"
"0520024","7","17:51:49","7","18:28:39","bus"
"0520025","7","18:28:39","7","19:58:31","walk"
"0520026","7","19:58:31","7","20:08:51","bus"
"0520027","7","23:44:57","1","00:01:59","taxi"
"0520028","1","19:40:07","1","19:51:37","bus"
"0520029","2","14:44:52","2","15:57:23","bus"
"0520030","2","15:57:23","2","17:15:27","walk"
"0520031","2","17:15:27","2","18:35:07","bus"
"0520032","3","16:23:35","3","16:50:06","bus"
"0520033","3","16:50:06","3","18:34:20","walk"
"0520034","3","18:34:20","3","18:45:22","bus"
"0520035","3","18:45:22","3","19:10:00","walk"
"0520036","4","13:43:53","4","13:51:15","bus"
"0520037","4","13:51:15","4","14:30:00","walk"
"0520038","4","14:30:00","4","15:00:00","bus"
"0520039","5","17:08:05","5","18:32:19","bus"
"0520040","6","10:42:26","6","10:58:48","bus"
"0520041","6","10:58:48","6","14:07:00","walk"
"0520042","6","14:07:00","6","14:35:16","bus"
"0520043","6","16:29:00","6","17:04:04","taxi"
"0520044","6","17:04:04","6","17:38:00","walk"
"0520045","6","17:38:00","6","18:01:16","bus"
"0520046","6","18:01:16","6","19:58:26","walk"
"0520047","6","19:58:26","6","20:19:12","bus"
"0520048","7","16:47:24","7","17:30:10","bus"
"0520049","7","20:32:08","7","21:07:46","bus"
"0520050","1","10:46:06","1","11:06:44","bus"
"0520051","1","11:06:44","1","13:18:18","walk"
"0520052","1","13:18:18","1","13:45:52","bus"
"0520053","2","07:22:35","2","08:30:43","bus"
"0520054","2","10:51:58","2","12:05:38","bus"
"0520055","2","16:25:27","2","17:35:23","bus"
"0520056","2","20:03:43","2","20:46:25","subway"
"0520057","2","20:46:25","2","21:19:15","bus"
"0520058","3","15:45:01","3","16:46:07","bus"
"0520059","3","19:15:59","3","20:53:37","bus"
"0520060","4","15:40:23","4","16:48:49","bus"
"0520061","5","10:50:50","5","11:28:16","bus"
"0520062","5","15:49:38","5","16:15:50","bus"
"0520063","5","16:15:50","5","20:15:32","walk"
"0520064","5","20:15:32","5","20:28:28","bus"
"0520065","6","16:33:13","6","16:55:09","bus"
"0520066","6","18:04:43","6","18:09:07","bus"
"0520067","6","18:49:53","6","19:15:55","walk"
"0520068","6","19:43:35","6","20:13:53","bus"
"0520069","1","10:48:05","1","11:00:00","bus"
"0520070","1","14:46:31","1","14:53:21","bus"
"0520071","1","16:20:59","1","17:08:49","walk"
"0520072","1","17:08:49","1","17:36:59","bus"
"0520073","1","17:36:59","1","19:27:45","walk"
"0520074","1","19:27:45","1","19:42:15","bus"
"0520075","2","18:13:00","2","18:30:00","bus"
"0520076","2","18:30:00","2","20:30:11","walk"
"0520077","2","20:30:11","2","20:46:22","bus"
"0520078","4","11:14:00","4","12:13:00","bus"
"0520079","4","15:52:37","4","16:11:02","bus"
"0520080","5","05:20:00","5","06:38:51","bus"
"0520081","5","08:53:06","5","10:19:00","bus"
"0520082","5","12:14:00","5","13:17:11","bus"
"0520083","6","15:59:05","6","16:43:25","bus"
"0520084","6","20:02:57","6","20:33:32","bus"
"0520085","7","13:50:00","7","14:10:00","bus"
"0520086","7","14:10:00","7","21:28:00","walk"
"0520087","7","21:28:00","7","21:35:00","taxi"
"0520088","1","12:07:30","1","12:19:10","bus"
"0520089","1","12:19:10","1","13:59:08","walk"
"0520090","1","13:59:08","1","14:24:13","bus"
"0520091","2","11:27:23","2","12:16:53","bus"
"0520092","2","14:23:08","2","15:09:28","bus"
"0520093","5","08:31:37","5","08:46:02","bus"
"0520094","5","08:46:02","5","09:10:22","subway"
"0520095","5","09:10:22","5","11:16:07","walk"
"0520096","5","11:16:07","5","11:36:47","subway"
"0520097","5","11:36:47","5","11:48:22","bus"
"0520098","5","17:06:36","5","17:39:26","bus"
"0520099","5","17:39:26","5","18:12:41","walk"
"0520100","5","18:12:41","5","19:01:06","taxi"
"0520101","6","08:38:06","6","08:52:06","bus"
"0520102","6","17:15:07","6","17:50:02","walk"
"0520103","6","19:45:03","6","20:02:43","walk"
"0520104","6","23:08:03","6","23:17:33","taxi"
"0520105","3","12:26:37","3","12:38:47","bus"
"0520106","3","12:38:47","3","13:38:22","walk"
"0520107","3","13:38:22","3","13:48:12","bus"
"0520108","3","13:48:12","3","14:25:37","walk"
"0520109","3","19:48:23","3","20:04:23","taxi"
"0520110","5","03:43:00","5","03:51:00","taxi"
"0520111","5","03:51:00","5","04:30:00","walk"
"0520112","5","04:30:00","5","05:23:31","bus"
"0520113","5","05:23:31","5","06:40:00","walk"
"0520114","5","06:40:00","5","08:58:26","airplane"
"0520115","5","08:58:26","5","10:08:36","bus"
"0520116","5","10:08:36","5","10:36:41","taxi"
"0520117","5","10:36:41","5","12:00:46","walk"
"0520118","7","06:26:55","7","06:59:45","walk"
"0520119","7","06:59:45","7","07:54:40","bus"
"0520120","7","09:22:49","7","11:23:17","airplane"
"0520121","7","11:23:17","7","12:48:52","bus"
"0520122","7","12:48:52","7","13:16:12","walk"
"0520123","7","13:16:12","7","13:42:17","bus"
"0520124","7","13:42:17","7","15:37:57","walk"
"0520125","7","15:37:57","7","16:02:57","bus"
"0520126","7","16:02:57","7","16:10:17","walk"
"0520127","7","16:10:17","7","16:25:42","bus"
"0520128","2","16:11:44","2","17:50:09","bus"
"0520129","3","16:49:00","3","17:00:23","bus"
"0520130","3","17:00:23","3","19:37:13","walk"
"0520131","3","19:37:13","3","19:45:48","bus"
"0520132","4","00:59:24","4","01:11:54","taxi"
"0520133","4","13:39:02","4","13:49:07","bus"
"0520134","4","13:49:07","4","18:45:57","walk"
"0520135","4","18:45:57","4","18:56:02","bus"
"0520136","4","22:02:07","4","22:13:47","taxi"
"0520137","7","16:02:06","7","16:16:21","bus"
"0520138","7","16:16:51","7","16:35:31","subway"
"0520139","7","16:35:31","7","18:03:56","walk"
"0520140","7","18:03:56","7","18:19:41","subway"
"0520141","7","18:19:41","7","18:35:51","bus"
"0520142","1","13:40:53","1","13:49:38","bus"
"0520143","2","19:53:25","2","20:22:35","bus"
"0520144","3","09:05:11","3","09:37:01","bus"
"0520145","3","09:37:01","3","10:55:56","walk"
"0520146","3","10:55:56","3","11:27:06","bus"
"0520147","3","11:27:06","3","11:45:31","walk"
"0520148","3","16:59:02","3","17:08:07","bus"
"0520149","3","17:08:07","3","20:09:37","walk"
"0520150","3","20:09:37","3","20:16:52","taxi"
"0520151","3","21:32:47","3","21:44:32","taxi"
"0520152","3","22:44:07","3","22:50:37","taxi"
"0520153","4","01:54:47","4","02:00:47","taxi"
"0520154","4","04:22:05","4","04:28:35","taxi"
"0520155","4","04:28:35","4","04:54:35","subway"
"0520156","4","04:54:35","4","05:05:40","bus"
"0520157","4","05:05:40","4","06:16:35","walk"
"0520158","4","06:16:35","4","06:21:55","bus"
"0520159","4","06:21:55","4","06:50:35","subway"
"0520160","4","06:55:30","4","07:14:25","bus"
"0520161","4","16:11:08","4","16:39:13","bus"
"0520162","4","16:39:13","4","20:39:33","walk"
"0520163","4","20:39:33","4","20:51:58","bus"
"0520164","5","08:58:36","5","09:10:06","bus"
"0520165","5","09:10:06","5","09:36:01","subway"
"0520166","5","09:36:01","5","11:15:51","walk"
"0520167","5","11:15:51","5","11:39:31","subway"
"0520168","5","11:39:31","5","12:14:01","taxi"
"0520169","5","12:14:01","5","13:35:06","walk"
"0520170","5","13:35:06","5","14:05:21","bus"
"0520171","5","14:05:21","5","16:39:01","walk"
"0520172","5","16:39:01","5","17:29:11","bus"
"0520173","5","17:29:11","5","17:42:16","walk"
"0520174","5","17:42:16","5","17:55:31","bus"
"0520175","5","17:55:31","5","20:23:31","walk"
"0520176","5","20:23:31","5","20:37:31","bus"
"0520177","2","17:47:08","2","18:52:29","taxi"
"0520178","3","15:32:31","3","16:53:31","bus"
"0520179","4","08:18:59","4","08:59:34","bus"
"0520180","4","08:59:34","4","10:22:14","subway"
"0520181","4","10:22:14","4","14:34:56","walk"
"0520182","4","14:34:56","4","15:35:31","subway"
"0520183","4","15:35:31","4","15:58:16","bus"
"0520184","4","16:34:56","4","17:03:56","bus"
"0520185","4","17:03:56","4","19:11:06","walk"
"0520186","4","19:11:06","4","19:24:36","taxi"
"0520187","5","11:52:00","5","12:20:50","bus"
"0520188","5","12:20:50","5","13:25:00","walk"
"0520189","5","13:00:25","5","13:30:05","bus"
"0520190","6","11:45:36","6","12:29:41","bus"
"0520191","6","12:29:41","6","12:34:51","walk"
"0520192","6","12:34:51","6","12:52:41","bus"
"0520193","6","12:52:41","6","16:31:21","walk"
"0520194","6","16:31:21","6","16:38:46","bus"
"0520195","6","23:25:01","6","23:35:41","taxi"
"0520196","7","11:49:08","7","12:54:33","bus"
"0520197","7","12:54:33","7","14:40:38","walk"
"0520198","7","14:40:38","7","16:03:58","bus"
"0520199","7","16:03:58","7","16:36:28","subway"
"0520200","7","16:36:28","7","16:42:13","bus"
"0520201","7","16:42:13","7","17:06:53","walk"
"0520202","7","17:06:53","7","18:05:38","bus"
"0520203","1","11:15:46","1","11:56:51","bus"
"0520204","1","11:56:51","1","12:42:06","walk"
"0520205","1","14:16:36","1","14:49:41","subway"
"0520206","1","14:49:41","1","16:39:41","taxi"
"0520207","1","16:39:41","1","19:32:16","walk"
"0520208","1","19:32:16","1","19:48:06","taxi"
"0520209","2","11:15:59","2","11:53:49","bus"
"0520210","2","11:53:49","2","14:39:39","walk"
"0520211","2","14:39:39","2","14:58:59","bus"
"0520212","2","14:58:59","2","15:10:19","walk"
"0520213","2","15:56:04","2","16:19:29","bike"
"0520214","2","16:19:29","2","16:48:04","bike"
"0520215","3","15:29:32","3","17:24:12","bus"
"0520216","3","17:24:12","3","19:02:52","walk"
"0520217","3","19:02:52","3","19:26:37","bus"
"0520218","3","19:26:37","3","19:41:17","walk"
"0520219","4","08:35:35","4","09:17:20","bus"
"0520220","4","09:17:20","4","12:01:45","walk"
"0520221","4","12:01:45","4","12:09:15","taxi"
"0520222","4","12:09:15","4","13:28:55","walk"
"0520223","4","13:28:55","4","13:42:10","bus"
"0520224","4","13:42:10","4","13:55:52","walk"
"0520225","5","07:28:26","5","08:29:31","bus"
"0520226","5","08:29:31","5","14:12:24","walk"
"0520227","5","14:12:24","5","14:27:54","taxi"
"0520228","5","14:27:54","5","15:04:44","subway"
"0520229","5","15:04:44","5","15:20:34","bus"
"0520230","5","15:20:34","5","15:32:54","walk"
"0520231","6","00:21:16","6","00:42:26","taxi"
"0520232","6","15:39:36","6","16:15:06","bus"
"0520233","6","16:15:06","6","19:29:06","walk"
"0520234","6","19:29:06","6","19:34:06","bus"
"0520235","7","10:35:56","7","11:06:06","bus"
"0520236","7","11:06:06","7","16:23:02","walk"
"0520237","7","16:23:02","7","16:49:42","bus"
"0520238","7","18:26:09","7","19:01:19","bus"
"0520239","7","23:50:49","1","00:17:54","bus"
"0520240","2","17:49:26","2","18:18:21","bus"
"0520241","2","18:18:21","2","19:52:01","walk"
"0520242","2","19:52:01","2","20:18:11","bus"
"0520243","2","20:18:11","2","20:29:16","walk"
"0520244","3","16:23:19","3","16:52:29","bus"
"0520245","3","16:52:29","3","19:02:19","walk"
"0520246","3","19:02:19","3","19:09:29","bus"
"0520247","3","19:09:29","3","20:27:04","walk"
"0520248","3","20:27:04","3","20:55:39","bus"
"0520249","3","20:55:39","3","21:01:59","walk"
"0520250","4","07:15:22","4","09:24:32","airplane"
"0520251","4","09:24:32","4","10:53:07","bus"
"0520252","4","10:53:07","4","14:35:12","walk"
"0520253","4","14:35:12","4","15:21:57","bus"
"0520254","2","15:48:12","2","15:56:47","bus"
"0520255","2","15:56:47","2","16:29:12","walk"
"0520256","2","16:29:12","2","17:40:37","bus"
"0520257","2","17:40:37","2","18:46:57","walk"
"0520258","2","18:46:57","2","19:15:52","bus"
"0520259","5","14:00:34","5","14:40:15","bus"
"0520260","5","14:40:15","5","15:35:55","walk"
"0520261","5","15:35:55","5","16:25:20","bus"
